<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TXT,D,20170217,000000,31.2321,31.3521,30.625,30.625,37132.09324055073,0
TXT,D,20170220,000000,30.8671,30.8671,30.717,30.8068,43055.332073730795,0
TXT,D,20170221,000000,30.8068,31.2795,30.745,31.2608,26871.42449471774,0
TXT,D,20170222,000000,31.3521,31.8377,31.2321,31.6988,23327.00779345448,0
TXT,D,20170223,000000,31.8377,31.8377,31.0473,31.3521,30578.96788510394,0
TXT,D,20170224,000000,31.5036,31.7154,30.625,31.0193,23585.61797127738,0
TXT,D,20170227,000000,31.0193,31.5339,31.0193,31.2321,33354.29662271558,0
TXT,D,20170228,000000,31.2321,31.4063,30.9274,30.9583,22515.506890630888,0
TXT,D,20170301,000000,31.1703,31.2925,30.9274,30.9274,24337.414505881978,0
TXT,D,20170302,000000,30.9583,31.7706,30.9583,31.2321,32777.48064997686,0
TXT,D,20170303,000000,31.2925,31.3521,30.9274,31.2321,15093.895042293565,0
TXT,D,20170306,000000,31.2321,31.2321,29.7457,30.8904,47557.193689019645,0
TXT,D,20170307,000000,30.6845,30.745,29.7803,30.1946,66398.43503384541,0
TXT,D,20170308,000000,30.2351,30.5329,28.7993,29.2902,107497.98685611822,0
TXT,D,20170309,000000,30.0791,31.2925,30.0791,30.6553,302348.7932218062,0
TXT,D,20170310,000000,31.5339,34.2622,31.4447,32.8015,229445.30083024225,0
TXT,D,20170313,000000,33.0503,33.6575,32.868,33.6318,104544.95877848867,0
TXT,D,20170314,000000,33.6575,33.6868,33.0503,33.3536,43111.01265028476,0
TXT,D,20170315,000000,33.3586,33.4764,33.0503,33.3536,163892.29705055797,0
TXT,D,20170316,000000,33.3536,33.3536,32.6863,33.0503,23067.201353244676,0
TXT,D,20170317,000000,33.0503,33.3536,32.6982,33.0435,11176.896983073506,0
TXT,D,20170320,000000,33.0435,33.0435,32.2615,32.4683,13781.160199358219,0
TXT,D,20170321,000000,32.444,32.6793,32.2615,32.322,32130.411449789197,0
TXT,D,20170322,000000,32.2615,32.2615,31.5339,31.8929,28887.017865520796,0
TXT,D,20170323,000000,31.7352,32.613,31.7352,32.5519,20875.213655936677,0
TXT,D,20170324,000000,32.7463,32.7463,31.8377,32.141,11426.15456405336,0
TXT,D,20170327,000000,32.1349,32.1349,31.5339,31.687,7359.330078430185,0
TXT,D,20170328,000000,31.7154,32.444,31.5339,32.1953,16467.63926696089,0
TXT,D,20170329,000000,32.2021,32.2021,31.687,32.0805,15234.401497191458,0
TXT,D,20170330,000000,31.8996,32.1644,31.5339,32.1644,12306.603680812912,0
TXT,D,20170331,000000,32.1644,32.444,31.7766,32.444,14772.9704692257,0
TXT,D,20170403,000000,32.5942,34.171,32.5942,33.9592,239139.37620918822,0
TXT,D,20170404,000000,34.0216,34.5603,33.6868,34.5603,53833.112424083505,0
TXT,D,20170405,000000,34.5671,34.5671,33.5406,34.4446,20742.646033242767,0
TXT,D,20170406,000000,34.4446,34.4446,33.8431,34.3535,9384.145544724994,0
TXT,D,20170407,000000,34.4446,34.4446,33.972,34.2622,41320.96911497569,0
TXT,D,20170410,000000,34.2622,34.4085,33.5354,33.5354,13925.690445921144,0
TXT,D,20170411,000000,33.5406,33.717,33.0503,33.1113,26856.85184382276,0
TXT,D,20170412,000000,33.2322,33.4147,33.1113,33.1113,6354.219545842879,0
TXT,D,20170413,000000,33.0503,33.0797,32.57,32.7405,15238.425288856492,0
TXT,D,20170418,000000,32.7405,33.0158,32.7405,32.76,5127.659095214878,0
TXT,D,20170419,000000,32.76,33.0503,32.7463,33.0503,13047.851356187557,0
TXT,D,20170420,000000,33.0797,33.2924,32.6863,33.0367,26586.387793256923,0
TXT,D,20170421,000000,33.0503,33.3294,32.868,33.2502,14534.261747475797,0
TXT,D,20170424,000000,33.3294,34.3852,33.2011,34.3852,32947.2411577908,0
TXT,D,20170425,000000,34.4153,34.5671,33.717,33.9592,19436.54500899842,0
TXT,D,20170426,000000,34.1966,34.1966,32.3541,33.34,153725.15427315547,0
TXT,D,20170427,000000,33.3536,33.8075,33.0566,33.8075,43685.21859599752,0
TXT,D,20170428,000000,33.9524,33.9592,33.3536,33.8075,15966.405326849135,0
TXT,D,20170502,000000,33.972,34.4446,33.972,34.171,30239.555620602147,0
TXT,D,20170504,000000,34.1432,34.171,33.3234,33.3536,54000.26290487148,0
TXT,D,20170505,000000,33.6007,33.6007,32.868,33.2924,10394.563132265099,0
TXT,D,20170508,000000,33.4629,33.4629,32.9342,33.1709,4305.533207373081,0
TXT,D,20170509,000000,33.1113,33.3475,32.1349,32.3829,121937.20011939839,0
TXT,D,20170510,000000,32.3777,32.6741,32.322,32.444,22534.103333190902,0
TXT,D,20170511,000000,32.444,32.9832,32.3541,32.7463,115797.11154081089,0
TXT,D,20170512,000000,32.9832,32.9832,32.1461,32.7463,23856.08202184322,0
TXT,D,20170515,000000,32.7463,33.4697,32.4554,33.4697,18861.03404977268,0
TXT,D,20170516,000000,33.4697,33.4697,32.7463,32.7705,41934.86922170835,0
TXT,D,20170517,000000,32.7705,32.7705,32.2615,32.2615,31794.914225826346,0
TXT,D,20170518,000000,32.1711,32.322,31.564,31.9899,17568.200662910334,0
TXT,D,20170519,000000,32.1228,32.5776,31.8377,32.0805,12347.711606471896,0
TXT,D,20170522,000000,32.1461,32.9832,32.1461,32.9048,84934.62947001126,0
TXT,D,20170523,000000,33.0851,33.3536,32.444,32.9899,18260.401580422014,0
TXT,D,20170524,000000,32.9227,33.1113,32.5051,33.1113,112975.019818984,0
TXT,D,20170525,000000,33.2322,33.5354,33.0367,33.3536,26203.14882494409,0
TXT,D,20170526,000000,33.2072,33.226,32.959,33.1709,34424.40770336207,0
TXT,D,20170529,000000,33.0013,33.6446,33.0013,33.6446,13737.333495547187,0
TXT,D,20170530,000000,33.6514,33.6514,33.0851,33.637,71820.43992691372,0
TXT,D,20170531,000000,33.0797,33.637,33.0503,33.637,15905.395945117154,0
TXT,D,20170601,000000,33.6084,33.6084,33.2797,33.5963,6493.442737453005,0
TXT,D,20170602,000000,33.6514,34.3242,33.4764,33.628,15811.217469930176,0
TXT,D,20170605,000000,33.628,33.628,32.5404,33.1113,14989.167707876637,0
TXT,D,20170606,000000,33.5181,33.5181,32.613,32.6559,7900.345180462722,0
TXT,D,20170607,000000,33.2149,33.2149,31.8678,32.3096,28788.92434979487,0
TXT,D,20170608,000000,32.8377,33.2322,32.7463,33.2322,300843.6776368319,0
TXT,D,20170609,000000,33.2322,34.4446,32.9946,34.4446,229925.9808075245,0
TXT,D,20170612,000000,34.5059,34.5059,33.5534,33.6575,21698.677182629282,0
TXT,D,20170613,000000,33.6575,34.3535,33.5466,34.3535,197825.91092191217,0
TXT,D,20170614,000000,34.4388,35.1431,34.4388,35.1431,58057.76741898943,0
TXT,D,20170616,000000,35.1431,35.3535,34.8692,35.3535,35616.428796346445,0
TXT,D,20170619,000000,35.4765,35.4765,34.5059,34.6875,31203.52560219264,0
TXT,D,20170620,000000,34.7788,34.8692,34.2033,34.5247,8474.496750612432,0
TXT,D,20170621,000000,34.5247,34.5964,33.8075,34.5964,45603.91471346154,0
TXT,D,20170622,000000,34.5603,34.8625,34.3242,34.8098,9340.384091589613,0
TXT,D,20170623,000000,34.84,34.84,33.8399,34.6273,17790.922969126186,0
TXT,D,20170626,000000,34.8498,35.2955,34.2622,34.5059,22787.38470583579,0
TXT,D,20170627,000000,34.5671,35.7177,34.5671,35.2955,66086.7543064945,0
TXT,D,20170628,000000,35.2751,35.2751,34.5671,34.5671,9556.526954677509,0
TXT,D,20170629,000000,34.8988,34.8988,34.3242,34.7487,60687.260896525164,0
TXT,D,20170630,000000,34.6643,35.7797,34.5059,35.7797,39427.394507636585,0
TXT,D,20170703,000000,35.7797,35.7797,34.8692,35.4765,29628.26554089544,0
TXT,D,20170704,000000,35.4456,35.7797,34.8692,35.1129,72409.21852352146,0
TXT,D,20170705,000000,35.4148,35.6596,33.8986,34.6273,40376.79183833211,0
TXT,D,20170706,000000,34.6273,35.0519,34.6273,34.9901,23148.00343992357,0
TXT,D,20170707,000000,35.0459,35.1605,34.8692,35.1062,5042.800591533124,0
TXT,D,20170710,000000,35.4696,35.4765,35.0813,35.4148,13595.522027136312,0
TXT,D,20170711,000000,35.4765,35.4765,35.0881,35.4619,9601.604296438481,0
TXT,D,20170712,000000,35.5978,35.5978,35.0519,35.1733,6622.073569382748,0
TXT,D,20170713,000000,35.506,35.6092,35.0625,35.1665,18351.86127745694,0
TXT,D,20170714,000000,35.2879,35.3545,35.0324,35.174,7454.802692017538,0
TXT,D,20170717,000000,35.174,35.2947,35.0502,35.2616,12500.180685238802,0
TXT,D,20170718,000000,35.2809,35.2809,33.8986,34.7773,367649.4943889803,0
TXT,D,20170719,000000,34.7893,34.7893,34.079,34.4101,109190.48063133177,0
TXT,D,20170720,000000,34.7773,34.7773,33.5881,33.6575,85439.88720178806,0
TXT,D,20170721,000000,34.2238,34.4101,34.0669,34.0987,44995.34341190689,0
TXT,D,20170724,000000,34.4101,34.4101,34.1294,34.1432,14726.533738388702,0
TXT,D,20170725,000000,34.1913,34.205,33.9123,34.0361,29226.430130022596,0
TXT,D,20170726,000000,34.1612,34.2238,34.0361,34.1612,56844.539856419084,0
TXT,D,20170727,000000,34.1913,34.3159,33.8489,33.9055,24549.587952867878,0
TXT,D,20170728,000000,34.0844,34.0844,33.7563,33.7992,12933.771424927581,0
TXT,D,20170731,000000,34.0987,34.0987,33.1658,33.6002,34412.44507949305,0
TXT,D,20170801,000000,33.7245,33.9743,33.3574,33.3574,11916.730893809085,0
TXT,D,20170802,000000,32.9657,32.9657,31.1113,31.852,450304.70025631366,0
TXT,D,20170803,000000,31.7344,32.2683,31.1113,32.0442,213853.65188387153,0
TXT,D,20170804,000000,32.0519,32.7231,32.0442,32.2442,36047.409509009245,0
TXT,D,20170807,000000,32.6054,32.6054,32.1694,32.3505,19142.15571069455,0
TXT,D,20170808,000000,32.3574,32.3574,31.9832,32.319,15821.87508028621,0
TXT,D,20170809,000000,32.2946,32.319,31.9832,32.0074,11304.1358005894,0
TXT,D,20170810,000000,32.1559,32.1559,31.4222,31.9832,18456.58861187387,0
TXT,D,20170811,000000,31.803,31.9199,31.4862,31.6108,11924.669726013068,0
TXT,D,20170814,000000,31.5474,32.6054,31.4862,32.5422,21991.761467420165,0
TXT,D,20170816,000000,32.6432,33.2895,32.6432,33.2895,74151.52031448054,0
TXT,D,20170817,000000,33.4439,33.8679,32.5118,32.6174,77489.09237393591,0
TXT,D,20170818,000000,32.4809,34.0987,32.4809,33.309,37323.060217950646,0
TXT,D,20170821,000000,33.8256,34.7819,33.7872,34.0669,35889.611625064324,0
TXT,D,20170822,000000,34.2238,34.5096,33.9123,33.9123,26756.148301070858,0
TXT,D,20170823,000000,34.1612,34.1612,33.0391,33.2895,23796.486404750303,0
TXT,D,20170824,000000,33.2947,34.2238,33.2947,33.9123,20964.063325945637,0
TXT,D,20170825,000000,32.972,33.3024,32.1062,32.9772,100663.73983974956,0
TXT,D,20170828,000000,32.9772,32.9772,32.1817,32.3574,22103.12262052809,0
TXT,D,20170829,000000,32.2307,32.2307,30.3899,31.1061,190313.38313217033,0
TXT,D,20170830,000000,31.0482,31.4154,30.4275,30.4577,64714.315095340164,0
TXT,D,20170831,000000,30.239,31.665,30.1778,31.665,75793.11856268774,0
TXT,D,20170901,000000,31.9644,32.1492,31.797,31.9764,89631.37310323899,0
TXT,D,20170904,000000,32.0188,32.0188,30.8318,31.2865,68431.21108256941,0
TXT,D,20170905,000000,31.604,31.604,31.1113,31.2359,29032.853125596706,0
TXT,D,20170906,000000,31.2359,31.2359,30.5836,30.8626,35815.334605950346,0
TXT,D,20170907,000000,30.9259,31.5217,30.5903,31.5217,85000.96765692128,0
TXT,D,20170908,000000,31.5149,31.5149,31.0482,31.2933,7948.076049700094,0
TXT,D,20170911,000000,31.6717,31.6717,31.0482,31.3604,19032.099571099607,0
TXT,D,20170912,000000,31.2667,31.4726,31.1915,31.4726,42377.812558240184,0
TXT,D,20170913,000000,29.2449,30.1778,28.4676,29.518,349101.9898357019,0
TXT,D,20170914,000000,29.8679,30.7382,29.5882,29.9298,208515.05910450808,0
TXT,D,20170915,000000,30.2095,30.2095,29.8679,30.0233,54708.34148679113,0
TXT,D,20170918,000000,30.1778,30.1778,29.8679,29.9931,112607.44101282698,0
TXT,D,20170919,000000,30.1726,30.1778,29.9931,30.1778,11178.201996586491,0
TXT,D,20170920,000000,30.1778,30.1778,29.8679,29.9608,7214.799831867258,0
TXT,D,20170921,000000,29.9298,30.1778,29.325,30.1778,96969.46408674536,0
TXT,D,20170922,000000,30.0233,30.1726,29.9931,30.1529,14464.00852002685,0
TXT,D,20170925,000000,30.4635,30.4635,29.9229,30.1778,5545.350420270472,0
TXT,D,20170926,000000,29.8679,29.9608,29.5882,29.8679,5668.6741972474165,0
TXT,D,20170927,000000,29.8363,29.8679,28.9417,29.4931,13285.255064424478,0
TXT,D,20170928,000000,29.5882,29.6697,29.2586,29.4243,22646.769499811817,0
TXT,D,20170929,000000,29.3135,29.9725,29.3135,29.6189,62922.9665465181,0
TXT,D,20171002,000000,30.239,30.3535,29.0262,29.1199,38157.07260387321,0
TXT,D,20171003,000000,29.0896,29.2193,28.4676,28.6228,50523.48940403121,0
TXT,D,20171004,000000,28.7473,28.7473,27.6394,27.6893,74290.83050699152,0
TXT,D,20171005,000000,27.6581,28.9283,27.6581,28.9283,22782.055900657775,0
TXT,D,20171006,000000,29.1075,29.4304,28.4055,29.2449,73107.94450859806,0
TXT,D,20171009,000000,29.2449,29.2449,28.6161,28.9341,16548.55010476587,0
TXT,D,20171010,000000,29.0029,29.0398,28.6861,28.8981,11747.079137121225,0
TXT,D,20171011,000000,28.9341,28.9341,28.6861,28.9147,12509.533282081851,0
TXT,D,20171012,000000,28.8589,28.9341,28.4676,28.6228,34063.680218148205,0
TXT,D,20171013,000000,28.6228,28.6355,28.4055,28.4676,28421.563045890005,0
TXT,D,20171016,000000,28.8657,28.8657,28.3739,28.4236,26586.387793256923,0
TXT,D,20171017,000000,28.7283,28.7283,28.3739,28.3739,14833.979850957678,0
TXT,D,20171018,000000,28.3739,28.3739,28.0006,28.0006,14648.341678735773,0
TXT,D,20171019,000000,28.0136,28.2563,28.0006,28.0006,7096.783109843115,0
TXT,D,20171020,000000,28.0006,28.9524,27.6581,28.9524,91646.85772291597,0
TXT,D,20171023,000000,28.9341,28.9341,28.312,28.53,27367.438380777563,0
TXT,D,20171024,000000,28.6228,28.6228,27.8128,27.9638,30543.18876462298,0
TXT,D,20171025,000000,27.7201,28.3739,27.6333,27.6581,20591.48196798884,0
TXT,D,20171026,000000,27.9938,28.9341,27.938,28.6228,96187.10848571174,0
TXT,D,20171027,000000,28.9952,29.4931,28.6228,29.4304,55521.1474031277,0
TXT,D,20171030,000000,29.4304,29.8483,29.2638,29.8053,19585.099047226373,0
TXT,D,20171031,000000,29.8363,30.0233,29.5566,30.0233,67322.6021032899,0
TXT,D,20171102,000000,28.6228,29.1883,27.6893,28.0683,161612.8734478801,0
TXT,D,20171103,000000,28.4923,28.4923,27.938,27.9938,18105.213723503053,0
TXT,D,20171106,000000,27.9688,27.9938,25.6365,26.3824,245694.8940894088,0
TXT,D,20171107,000000,26.6681,26.6681,25.6982,25.7096,47265.41441774174,0
TXT,D,20171108,000000,25.1878,25.5435,20.4093,20.5338,1350954.3386855915,0
TXT,D,20171109,000000,21.2117,21.9955,19.1206,21.686,229393.10028972288,0
TXT,D,20171110,000000,22.0331,22.8777,21.7019,22.7066,164374.0645391011,0
TXT,D,20171113,000000,22.9418,22.9418,20.6635,21.7525,79927.61887407172,0
TXT,D,20171114,000000,21.1561,21.1637,20.8446,21.1561,60510.975321146296,0
TXT,D,20171115,000000,21.4365,22.7735,20.9998,22.7119,149492.56044604557,0
TXT,D,20171116,000000,22.9607,23.8822,22.7616,23.6249,206961.00551279687,0
TXT,D,20171117,000000,23.8748,24.5782,23.8748,24.4735,84767.58774034938,0
TXT,D,20171120,000000,24.8837,25.1069,24.2797,24.9509,152787.71956632897,0
TXT,D,20171121,000000,24.9509,25.1878,24.7391,24.889,107098.87022339742,0
TXT,D,20171122,000000,25.4494,25.4494,24.2669,25.2019,37938.2653381963,0
TXT,D,20171123,000000,25.3822,25.3822,24.6711,24.889,6419.187468564242,0
TXT,D,20171124,000000,24.889,24.889,24.3905,24.509,55511.90355741073,0
TXT,D,20171127,000000,24.6032,24.8272,23.2902,24.696,73732.50222568675,0
TXT,D,20171128,000000,24.6401,24.6778,24.1364,24.5338,12725.621769606709,0
TXT,D,20171129,000000,24.4918,26.1468,24.2669,25.325,54969.561691639996,0
TXT,D,20171130,000000,25.8225,26.4636,24.889,24.889,121952.42527704986,0
TXT,D,20171201,000000,25.0375,25.3549,24.5913,25.0135,15034.190674074567,0
TXT,D,20171204,000000,25.8225,26.1348,25.512,25.7602,138672.91091215133,0
TXT,D,20171205,000000,25.7602,25.8225,25.3867,25.5608,35360.53739667559,0
TXT,D,20171206,000000,25.6176,25.6176,24.3301,24.5724,15434.612320308348,0
TXT,D,20171207,000000,24.5782,24.5782,24.2669,24.3113,11190.164620455505,0
TXT,D,20171208,000000,24.2728,24.8837,23.9432,24.7646,15880.16568386614,0
TXT,D,20171211,000000,24.2865,24.5913,24.2865,24.5399,10236.765248320173,0
TXT,D,20171212,000000,24.3905,24.5662,24.187,24.2865,23833.57053874425,0
TXT,D,20171213,000000,24.2865,24.889,24.2865,24.5518,7092.802818628515,0
TXT,D,20171214,000000,24.5843,24.5843,23.6318,24.0739,51370.769427335756,0
TXT,D,20171215,000000,23.5828,23.9743,23.4018,23.9432,15254.302953264458,0
TXT,D,20171218,000000,23.9124,24.5782,23.3331,24.5466,41423.08642236666,0
TXT,D,20171219,000000,24.5166,24.5166,23.8997,24.5043,67457.88850413587,0
TXT,D,20171220,000000,24.5166,24.5966,24.2534,24.3301,26262.85319316309,0
TXT,D,20171221,000000,24.3234,24.5466,24.2669,24.5466,51170.558604218866,0
TXT,D,20171222,000000,24.5724,24.5724,24.2669,24.5338,21982.5176217032,0
TXT,D,20171227,000000,24.5338,24.5338,24.2669,24.2669,31780.341574931364,0
TXT,D,20171228,000000,24.509,24.8272,24.2669,24.4532,23573.655347408367,0
TXT,D,20171229,000000,24.8212,24.8272,24.5518,24.8272,28300.84929593903,0
TXT,D,20180103,000000,25.573,27.1303,25.2329,26.5082,34761.20994083791,0
TXT,D,20180104,000000,26.6002,26.6002,26.0104,26.1348,40819.735174863934,0
TXT,D,20180105,000000,26.196,26.5679,26.1348,26.2584,23018.045844255626,0
TXT,D,20180108,000000,26.5679,26.8809,26.0104,26.1348,27862.038502198317,0
TXT,D,20180109,000000,26.3545,26.3545,25.9766,26.0391,11886.280578506135,0
TXT,D,20180110,000000,25.913,26.1348,25.4418,25.506,11674.10713152023,0
TXT,D,20180111,000000,25.4735,25.506,24.8761,25.1575,14816.688421910647,0
TXT,D,20180112,000000,25.4108,25.4418,24.8761,24.9074,7181.641613524868,0
TXT,D,20180115,000000,25.1575,26.6998,25.1274,26.6674,75819.65383745174,0
TXT,D,20180116,000000,27.297,27.297,26.3545,26.7322,100486.04049973164,0
TXT,D,20180117,000000,27.0459,27.6748,26.858,26.9818,83831.34929590978,0
TXT,D,20180118,000000,27.3603,27.6748,27.1711,27.5488,65673.06502287873,0
TXT,D,20180119,000000,27.6748,28.5549,27.6116,28.4304,69690.87537597676,0
TXT,D,20180122,000000,28.87,29.9078,28.8076,29.5918,105251.73234689533,0
TXT,D,20180123,000000,29.8446,30.5995,28.4304,29.5625,120285.2705142134,0
TXT,D,20180124,000000,29.5625,29.5625,27.644,28.0526,100207.52886583575,0
TXT,D,20180125,000000,27.6748,27.6748,26.9217,27.1711,104059.60250278487,0
TXT,D,20180126,000000,26.9217,27.1711,26.6378,26.7946,53622.35274173667,0
TXT,D,20180129,000000,27.3603,27.3603,27.0776,27.2645,10905.019167868604,0
TXT,D,20180130,000000,27.5797,27.5797,26.7322,26.9217,12903.32110962463,0
TXT,D,20180131,000000,27.0459,27.3913,27.0459,27.0459,16472.96807213891,0
TXT,D,20180201,000000,27.1409,27.3913,26.6061,26.7322,27389.94986387653,0
TXT,D,20180202,000000,26.9523,27.0459,26.7322,26.8256,25969.768908372203,0
TXT,D,20180205,000000,26.5722,26.7322,26.1032,26.4781,41302.37267241567,0
TXT,D,20180206,000000,24.5933,25.6937,24.4351,25.0021,101167.5838068873,0
TXT,D,20180207,000000,25.1575,26.2602,25.1575,25.7253,29524.843219991497,0
TXT,D,20180208,000000,26.1032,26.3545,25.285,25.4418,9255.51471279525,0
TXT,D,20180209,000000,25.1575,25.1575,24.6552,24.7812,38703.43826130898,0
TXT,D,20180212,000000,25.0981,25.9766,25.0981,25.4735,11781.553244089206,0
TXT,D,20180213,000000,25.7253,26.009,25.4735,25.8498,8999.601562899179,0
TXT,D,20180214,000000,26.0391,26.8867,26.0391,26.511,16849.464470634655,0
TXT,D,20180215,000000,26.7623,27.0459,26.4169,26.7623,15894.738334761123,0
TXT,D,20180216,000000,26.511,26.9818,26.511,26.5722,20393.88117189792,0
TXT,D,20180219,000000,26.3226,26.6378,25.8196,26.3845,12266.800768666917,0
TXT,D,20180220,000000,26.5422,26.5422,25.9766,26.3845,4029.729476516619,0
TXT,D,20180221,000000,26.6674,26.6674,26.1032,26.6674,9959.623878612905,0
TXT,D,20180222,000000,26.4169,26.6674,26.1348,26.3845,35474.617327935564,0
TXT,D,20180223,000000,26.1032,26.1032,25.3158,25.6612,29294.073330445575,0
TXT,D,20180226,000000,26.009,26.009,25.4735,25.7571,4932.733576825572,0
TXT,D,20180227,000000,25.8823,26.1967,25.0981,25.0981,24838.64844599373,0
TXT,D,20180228,000000,25.0641,25.0641,24.0896,24.625,33134.18434352569,0
TXT,D,20180301,000000,24.625,25.1274,24.625,24.8438,18370.45772001696,0
TXT,D,20180302,000000,24.5292,25.285,23.9011,24.2156,33724.267953646406,0
TXT,D,20180305,000000,23.9011,24.3724,23.9011,24.0579,7733.259950350398,0
TXT,D,20180306,000000,24.3407,24.3407,24.0896,24.2156,12404.697196538842,0
TXT,D,20180307,000000,24.2465,24.2465,23.2721,23.6183,22837.736477211736,0
TXT,D,20180308,000000,23.6183,24.1514,23.6183,23.9638,8149.624511667792,0
TXT,D,20180309,000000,24.0263,24.1514,23.7743,24.1213,28828.618510814784,0
TXT,D,20180312,000000,24.2156,24.2156,23.7743,23.9638,5333.187848397175,0
TXT,D,20180313,000000,24.1514,24.1514,23.9321,23.9954,2998.0945442779243,0
TXT,D,20180314,000000,23.9954,24.0263,23.8069,23.9321,7136.564271763896,0
TXT,D,20180315,000000,23.9954,23.9954,23.7743,23.9011,8085.98335268463,0
TXT,D,20180316,000000,24.0896,24.8128,23.7125,24.8128,30158.644782797164,0
TXT,D,20180319,000000,24.8438,25.4108,24.2782,24.2782,29023.60927987974,0
TXT,D,20180320,000000,24.3407,24.8128,24.2156,24.5292,16183.907579013056,0
TXT,D,20180321,000000,24.5292,24.7193,24.3724,24.5933,3690.2737115643877,0
TXT,D,20180322,000000,24.5292,24.5292,23.9011,24.1847,6480.185975183614,0
TXT,D,20180323,000000,23.9011,24.4667,23.9011,24.2782,53821.25855134058,0
TXT,D,20180326,000000,24.2782,24.2782,23.9011,23.9638,2353.657121341442,0
TXT,D,20180327,000000,23.9011,24.4667,23.9011,24.0263,11221.919949271438,0
TXT,D,20180328,000000,23.9011,23.9011,23.6183,23.7434,17089.478205897543,0
TXT,D,20180329,000000,23.4606,23.5874,22.6431,23.2721,68433.82110959537,0
TXT,D,20180403,000000,22.5812,22.8318,22.2328,22.5157,31757.830091832395,0
TXT,D,20180404,000000,22.4537,23.2397,22.3912,23.0512,19425.88739864239,0
TXT,D,20180405,000000,23.0512,23.8385,22.6742,23.5874,33067.8461566157,0
TXT,D,20180406,000000,23.5874,24.1213,23.5874,23.9638,105367.11729166828,0
TXT,D,20180409,000000,24.1514,24.1514,23.9638,24.0896,17186.26670811049,0
TXT,D,20180410,000000,24.2156,24.9389,24.2156,24.8438,9926.476535383124,0
TXT,D,20180411,000000,24.8438,24.8438,24.1213,24.7812,24137.203682765088,0
TXT,D,20180412,000000,24.7812,24.8438,24.5292,24.7812,25086.70976458668,0
TXT,D,20180413,000000,24.6552,24.7193,24.3407,24.6877,14974.486305855573,0
TXT,D,20180416,000000,24.6552,25.0981,24.1514,25.0981,11517.614261088289,0
TXT,D,20180417,000000,25.0641,25.285,24.5933,25.2527,58543.12369469322,0
TXT,D,20180418,000000,25.0641,25.2527,25.0641,25.2527,171388.51217138753,0
TXT,D,20180419,000000,25.2224,25.9766,25.1575,25.9766,54147.403178460365,0
TXT,D,20180420,000000,26.4169,26.6061,25.285,25.9766,172059.50661931324,0
TXT,D,20180423,000000,25.9766,26.0708,25.913,25.9766,4824.004200968827,0
TXT,D,20180424,000000,25.9456,26.1032,25.913,26.1032,11049.54941443153,0
TXT,D,20180425,000000,26.4169,26.6674,26.1032,26.4486,50010.292840050424,0
TXT,D,20180426,000000,26.4486,26.6061,26.1643,26.1643,23800.40144528925,0
TXT,D,20180427,000000,26.4169,26.858,26.2283,26.7322,222989.83398601707,0
TXT,D,20180430,000000,26.7322,27.9894,26.4169,27.9894,39260.352777974695,0
TXT,D,20180502,000000,27.8942,27.8942,25.4735,25.788,34717.49198815296,0
TXT,D,20180504,000000,25.7253,25.7253,24.625,24.625,105678.68926789312,0
TXT,D,20180507,000000,24.8761,25.1575,24.3407,24.5292,33709.695302751425,0
TXT,D,20180508,000000,24.625,25.0641,23.6816,24.2465,42810.09828441597,0
TXT,D,20180509,000000,24.3724,25.1575,23.649,23.9011,29508.85680445745,0
TXT,D,20180510,000000,23.8679,24.4041,23.649,23.9011,35440.143220967584,0
TXT,D,20180511,000000,24.3724,24.3724,23.9638,24.1514,28647.004130257912,0
TXT,D,20180514,000000,24.2156,24.5292,23.7743,23.9011,51216.99533505586,0
TXT,D,20180515,000000,23.9011,24.1514,23.5874,24.1514,46373.002677113174,0
TXT,D,20180516,000000,24.3407,25.38,24.3407,25.1906,22779.44587363181,0
TXT,D,20180517,000000,25.1906,25.4108,24.5933,25.0331,16454.37162957889,0
TXT,D,20180518,000000,25.1575,25.1575,24.4667,25.0641,14591.356088668825,0
TXT,D,20180521,000000,24.6877,25.0981,24.6552,24.8761,93572.187659071,0
TXT,D,20180522,000000,24.8761,25.5994,24.8761,25.2224,22885.47822156172,0
TXT,D,20180523,000000,25.4108,25.4735,24.8438,24.8761,15687.893692953234,0
TXT,D,20180524,000000,25.0981,25.0981,24.8438,24.8438,17077.624333154607,0
TXT,D,20180525,000000,24.9074,25.1575,24.9074,25.0981,33476.315386179536,0
TXT,D,20180528,000000,25.1575,25.1906,25.0981,25.1906,5858.292660683922,0
TXT,D,20180529,000000,25.2527,25.5663,24.9074,25.1575,9421.273179169373,0
TXT,D,20180530,000000,25.1575,25.1575,24.5618,25.0981,13568.986752372313,0
TXT,D,20180601,000000,24.3407,24.3724,23.3347,23.7743,26148.77326190311,0
TXT,D,20180604,000000,23.7434,23.7434,22.6742,22.7678,26895.34974245577,0
TXT,D,20180605,000000,22.7678,23.4289,22.6742,22.926,13244.147138765496,0
TXT,D,20180606,000000,22.9893,23.3974,22.8318,23.3347,31593.39838919647,0
TXT,D,20180607,000000,23.3974,23.3974,23.2397,23.2721,32619.682766031936,0
TXT,D,20180608,000000,23.1462,23.3974,23.1462,23.3347,4641.01955622332,0
TXT,D,20180611,000000,23.2721,23.3974,23.0821,23.1462,22764.873222736824,0
